country,code,year,kcal_per_day,name,four_regions,eight_regions,six_regions,members_oecd_g77,Latitude,Longitude,UN member since,World bank region,World bank income group 2017,component,share
Haiti,hti,1990,1747,Haiti,americas,america_north,america,g77,19,-72.41667,24/10/1945,Latin America & Caribbean,Low income,Animal protein share,0.014585002862049227
Haiti,hti,1991,1754,Haiti,americas,america_north,america,g77,19,-72.41667,24/10/1945,Latin America & Caribbean,Low income,Animal protein share,0.013705815279361459
Haiti,hti,1992,1724,Haiti,americas,america_north,america,g77,19,-72.41667,24/10/1945,Latin America & Caribbean,Low income,Animal protein share,0.013735498839907193
Haiti,hti,1993,1715,Haiti,americas,america_north,america,g77,19,-72.41667,24/10/1945,Latin America & Caribbean,Low income,Animal protein share,0.014344023323615162
Haiti,hti,1994,1703,Haiti,americas,america_north,america,g77,19,-72.41667,24/10/1945,Latin America & Caribbean,Low income,Animal protein share,0.013881385789782737
Haiti,hti,1995,1761,Haiti,americas,america_north,america,g77,19,-72.41667,24/10/1945,Latin America & Caribbean,Low income,Animal protein share,0.014128336172629187
Haiti,hti,1996,1809,Haiti,americas,america_north,america,g77,19,-72.41667,24/10/1945,Latin America & Caribbean,Low income,Animal protein share,0.014814814814814815
Haiti,hti,1997,1839,Haiti,americas,america_north,america,g77,19,-72.41667,24/10/1945,Latin America & Caribbean,Low income,Animal protein share,0.015203915171288744
Haiti,hti,1998,1920,Haiti,americas,america_north,america,g77,19,-72.41667,24/10/1945,Latin America & Caribbean,Low income,Animal protein share,0.016375
Haiti,hti,1999,1956,Haiti,americas,america_north,america,g77,19,-72.41667,24/10/1945,Latin America & Caribbean,Low income,Animal protein share,0.016809815950920248
Haiti,hti,2000,1958,Haiti,americas,america_north,america,g77,19,-72.41667,24/10/1945,Latin America & Caribbean,Low income,Animal protein share,0.015975485188968335
Haiti,hti,2001,1897,Haiti,americas,america_north,america,g77,19,-72.41667,24/10/1945,Latin America & Caribbean,Low income,Animal protein share,0.017058513442277278
Haiti,hti,2002,1902,Haiti,americas,america_north,america,g77,19,-72.41667,24/10/1945,Latin America & Caribbean,Low income,Animal protein share,0.017455310199789697
Haiti,hti,2003,1872,Haiti,americas,america_north,america,g77,19,-72.41667,24/10/1945,Latin America & Caribbean,Low income,Animal protein share,0.018183760683760684
Haiti,hti,2004,1889,Haiti,americas,america_north,america,g77,19,-72.41667,24/10/1945,Latin America & Caribbean,Low income,Animal protein share,0.01778718898888301
Haiti,hti,2005,1884,Haiti,americas,america_north,america,g77,19,-72.41667,24/10/1945,Latin America & Caribbean,Low income,Animal protein share,0.017367303609341824
Haiti,hti,2006,1942,Haiti,americas,america_north,america,g77,19,-72.41667,24/10/1945,Latin America & Caribbean,Low income,Animal protein share,0.017816683831101958
Haiti,hti,2007,1970,Haiti,americas,america_north,america,g77,19,-72.41667,24/10/1945,Latin America & Caribbean,Low income,Animal protein share,0.01748223350253807
Haiti,hti,2008,2014,Haiti,americas,america_north,america,g77,19,-72.41667,24/10/1945,Latin America & Caribbean,Low income,Animal protein share,0.01733862959285005
Haiti,hti,2009,2060,Haiti,americas,america_north,america,g77,19,-72.41667,24/10/1945,Latin America & Caribbean,Low income,Animal protein share,0.017669902912621358
Haiti,hti,2010,2169,Haiti,americas,america_north,america,g77,19,-72.41667,24/10/1945,Latin America & Caribbean,Low income,Animal protein share,0.017242969110189025
Haiti,hti,2011,2097,Haiti,americas,america_north,america,g77,19,-72.41667,24/10/1945,Latin America & Caribbean,Low income,Animal protein share,0.01970433953266571
Haiti,hti,2012,2084,Haiti,americas,america_north,america,g77,19,-72.41667,24/10/1945,Latin America & Caribbean,Low income,Animal protein share,0.019923224568138196
Haiti,hti,2013,2091,Haiti,americas,america_north,america,g77,19,-72.41667,24/10/1945,Latin America & Caribbean,Low income,Animal protein share,0.019416547106647537
Honduras,hnd,1990,2311,Honduras,americas,america_north,america,g77,15,-86.5,17/12/1945,Latin America & Caribbean,Lower middle income,Animal protein share,0.026603202077022933
Honduras,hnd,1991,2277,Honduras,americas,america_north,america,g77,15,-86.5,17/12/1945,Latin America & Caribbean,Lower middle income,Animal protein share,0.02733421168203777
Honduras,hnd,1992,2321,Honduras,americas,america_north,america,g77,15,-86.5,17/12/1945,Latin America & Caribbean,Lower middle income,Animal protein share,0.029228780697975014
Honduras,hnd,1993,2329,Honduras,americas,america_north,america,g77,15,-86.5,17/12/1945,Latin America & Caribbean,Lower middle income,Animal protein share,0.02768570201803349
Honduras,hnd,1994,2355,Honduras,americas,america_north,america,g77,15,-86.5,17/12/1945,Latin America & Caribbean,Lower middle income,Animal protein share,0.03133757961783439
Honduras,hnd,1995,2389,Honduras,americas,america_north,america,g77,15,-86.5,17/12/1945,Latin America & Caribbean,Lower middle income,Animal protein share,0.032515696944328175
Honduras,hnd,1996,2409,Honduras,americas,america_north,america,g77,15,-86.5,17/12/1945,Latin America & Caribbean,Lower middle income,Animal protein share,0.035981735159817355
Honduras,hnd,1997,2404,Honduras,americas,america_north,america,g77,15,-86.5,17/12/1945,Latin America & Caribbean,Lower middle income,Animal protein share,0.036455906821963396
Honduras,hnd,1998,2410,Honduras,americas,america_north,america,g77,15,-86.5,17/12/1945,Latin America & Caribbean,Lower middle income,Animal protein share,0.03604979253112033
Honduras,hnd,1999,2396,Honduras,americas,america_north,america,g77,15,-86.5,17/12/1945,Latin America & Caribbean,Lower middle income,Animal protein share,0.03707846410684474
Honduras,hnd,2000,2369,Honduras,americas,america_north,america,g77,15,-86.5,17/12/1945,Latin America & Caribbean,Lower middle income,Animal protein share,0.0378387505276488
Honduras,hnd,2001,2452,Honduras,americas,america_north,america,g77,15,-86.5,17/12/1945,Latin America & Caribbean,Lower middle income,Animal protein share,0.03637846655791191
Honduras,hnd,2002,2474,Honduras,americas,america_north,america,g77,15,-86.5,17/12/1945,Latin America & Caribbean,Lower middle income,Animal protein share,0.03556992724333064
Honduras,hnd,2003,2482,Honduras,americas,america_north,america,g77,15,-86.5,17/12/1945,Latin America & Caribbean,Lower middle income,Animal protein share,0.03766317485898469
Honduras,hnd,2004,2480,Honduras,americas,america_north,america,g77,15,-86.5,17/12/1945,Latin America & Caribbean,Lower middle income,Animal protein share,0.03817741935483871
Honduras,hnd,2005,2490,Honduras,americas,america_north,america,g77,15,-86.5,17/12/1945,Latin America & Caribbean,Lower middle income,Animal protein share,0.04096385542168675
Honduras,hnd,2006,2530,Honduras,americas,america_north,america,g77,15,-86.5,17/12/1945,Latin America & Caribbean,Lower middle income,Animal protein share,0.04177075098814229
Honduras,hnd,2007,2569,Honduras,americas,america_north,america,g77,15,-86.5,17/12/1945,Latin America & Caribbean,Lower middle income,Animal protein share,0.043207473725184894
Honduras,hnd,2008,2603,Honduras,americas,america_north,america,g77,15,-86.5,17/12/1945,Latin America & Caribbean,Lower middle income,Animal protein share,0.04216673069535152
Honduras,hnd,2009,2596,Honduras,americas,america_north,america,g77,15,-86.5,17/12/1945,Latin America & Caribbean,Lower middle income,Animal protein share,0.03685670261941448
Honduras,hnd,2010,2596,Honduras,americas,america_north,america,g77,15,-86.5,17/12/1945,Latin America & Caribbean,Lower middle income,Animal protein share,0.03554699537750385
Honduras,hnd,2011,2624,Honduras,americas,america_north,america,g77,15,-86.5,17/12/1945,Latin America & Caribbean,Lower middle income,Animal protein share,0.035929878048780485
Honduras,hnd,2012,2629,Honduras,americas,america_north,america,g77,15,-86.5,17/12/1945,Latin America & Caribbean,Lower middle income,Animal protein share,0.03584632940281476
Honduras,hnd,2013,2641,Honduras,americas,america_north,america,g77,15,-86.5,17/12/1945,Latin America & Caribbean,Lower middle income,Animal protein share,0.03513820522529345
Hong Kong,hkg,1990,3180,"Hong Kong, China",asia,east_asia_pacific,east_asia_pacific,others,22.285520000000002,114.15769,NA,East Asia & Pacific,High income,Animal protein share,0.07425157232704403
Hong Kong,hkg,1991,3187,"Hong Kong, China",asia,east_asia_pacific,east_asia_pacific,others,22.285520000000002,114.15769,NA,East Asia & Pacific,High income,Animal protein share,0.07555695010982115
Hong Kong,hkg,1992,3093,"Hong Kong, China",asia,east_asia_pacific,east_asia_pacific,others,22.285520000000002,114.15769,NA,East Asia & Pacific,High income,Animal protein share,0.08178467507274491
Hong Kong,hkg,1993,3158,"Hong Kong, China",asia,east_asia_pacific,east_asia_pacific,others,22.285520000000002,114.15769,NA,East Asia & Pacific,High income,Animal protein share,0.07693476884103863
Hong Kong,hkg,1994,3208,"Hong Kong, China",asia,east_asia_pacific,east_asia_pacific,others,22.285520000000002,114.15769,NA,East Asia & Pacific,High income,Animal protein share,0.0844139650872818
Hong Kong,hkg,1995,3252,"Hong Kong, China",asia,east_asia_pacific,east_asia_pacific,others,22.285520000000002,114.15769,NA,East Asia & Pacific,High income,Animal protein share,0.08997539975399754
Hong Kong,hkg,1996,3162,"Hong Kong, China",asia,east_asia_pacific,east_asia_pacific,others,22.285520000000002,114.15769,NA,East Asia & Pacific,High income,Animal protein share,0.08788108791903858
Hong Kong,hkg,1997,3127,"Hong Kong, China",asia,east_asia_pacific,east_asia_pacific,others,22.285520000000002,114.15769,NA,East Asia & Pacific,High income,Animal protein share,0.09204988807163414
Hong Kong,hkg,1998,3037,"Hong Kong, China",asia,east_asia_pacific,east_asia_pacific,others,22.285520000000002,114.15769,NA,East Asia & Pacific,High income,Animal protein share,0.09298649983536383
Hong Kong,hkg,1999,3053,"Hong Kong, China",asia,east_asia_pacific,east_asia_pacific,others,22.285520000000002,114.15769,NA,East Asia & Pacific,High income,Animal protein share,0.08904028824107435
Hong Kong,hkg,2000,3049,"Hong Kong, China",asia,east_asia_pacific,east_asia_pacific,others,22.285520000000002,114.15769,NA,East Asia & Pacific,High income,Animal protein share,0.09286979337487701
Hong Kong,hkg,2001,3082,"Hong Kong, China",asia,east_asia_pacific,east_asia_pacific,others,22.285520000000002,114.15769,NA,East Asia & Pacific,High income,Animal protein share,0.08756651524983777
Hong Kong,hkg,2002,3125,"Hong Kong, China",asia,east_asia_pacific,east_asia_pacific,others,22.285520000000002,114.15769,NA,East Asia & Pacific,High income,Animal protein share,0.0824448
Hong Kong,hkg,2003,3179,"Hong Kong, China",asia,east_asia_pacific,east_asia_pacific,others,22.285520000000002,114.15769,NA,East Asia & Pacific,High income,Animal protein share,0.08142183076439131
Hong Kong,hkg,2004,3208,"Hong Kong, China",asia,east_asia_pacific,east_asia_pacific,others,22.285520000000002,114.15769,NA,East Asia & Pacific,High income,Animal protein share,0.0889650872817955
Hong Kong,hkg,2005,3224,"Hong Kong, China",asia,east_asia_pacific,east_asia_pacific,others,22.285520000000002,114.15769,NA,East Asia & Pacific,High income,Animal protein share,0.09594292803970222
Hong Kong,hkg,2006,3246,"Hong Kong, China",asia,east_asia_pacific,east_asia_pacific,others,22.285520000000002,114.15769,NA,East Asia & Pacific,High income,Animal protein share,0.09333333333333332
Hong Kong,hkg,2007,3246,"Hong Kong, China",asia,east_asia_pacific,east_asia_pacific,others,22.285520000000002,114.15769,NA,East Asia & Pacific,High income,Animal protein share,0.0948120764017252
Hong Kong,hkg,2008,3241,"Hong Kong, China",asia,east_asia_pacific,east_asia_pacific,others,22.285520000000002,114.15769,NA,East Asia & Pacific,High income,Animal protein share,0.10230175871644555
Hong Kong,hkg,2009,3255,"Hong Kong, China",asia,east_asia_pacific,east_asia_pacific,others,22.285520000000002,114.15769,NA,East Asia & Pacific,High income,Animal protein share,0.10998463901689708
Hong Kong,hkg,2010,3256,"Hong Kong, China",asia,east_asia_pacific,east_asia_pacific,others,22.285520000000002,114.15769,NA,East Asia & Pacific,High income,Animal protein share,0.10710073710073711
Hong Kong,hkg,2011,3259,"Hong Kong, China",asia,east_asia_pacific,east_asia_pacific,others,22.285520000000002,114.15769,NA,East Asia & Pacific,High income,Animal protein share,0.11327401043264806
Hong Kong,hkg,2012,3281,"Hong Kong, China",asia,east_asia_pacific,east_asia_pacific,others,22.285520000000002,114.15769,NA,East Asia & Pacific,High income,Animal protein share,0.11439195367266078
Hong Kong,hkg,2013,3290,"Hong Kong, China",asia,east_asia_pacific,east_asia_pacific,others,22.285520000000002,114.15769,NA,East Asia & Pacific,High income,Animal protein share,0.11478419452887538
Hungary,hun,1990,3380,Hungary,europe,europe_east,europe_central_asia,oecd,47,20,14/12/1955,Europe & Central Asia,High income,Animal protein share,0.0682130177514793
Hungary,hun,1991,3205,Hungary,europe,europe_east,europe_central_asia,oecd,47,20,14/12/1955,Europe & Central Asia,High income,Animal protein share,0.07006552262090483
Hungary,hun,1992,3282,Hungary,europe,europe_east,europe_central_asia,oecd,47,20,14/12/1955,Europe & Central Asia,High income,Animal protein share,0.06900670322973797
Hungary,hun,1993,3105,Hungary,europe,europe_east,europe_central_asia,oecd,47,20,14/12/1955,Europe & Central Asia,High income,Animal protein share,0.0699645732689211
Hungary,hun,1994,3026,Hungary,europe,europe_east,europe_central_asia,oecd,47,20,14/12/1955,Europe & Central Asia,High income,Animal protein share,0.06781229345670853
Hungary,hun,1995,2949,Hungary,europe,europe_east,europe_central_asia,oecd,47,20,14/12/1955,Europe & Central Asia,High income,Animal protein share,0.06488979315022042
Hungary,hun,1996,2928,Hungary,europe,europe_east,europe_central_asia,oecd,47,20,14/12/1955,Europe & Central Asia,High income,Animal protein share,0.06318306010928962
Hungary,hun,1997,3008,Hungary,europe,europe_east,europe_central_asia,oecd,47,20,14/12/1955,Europe & Central Asia,High income,Animal protein share,0.06295212765957447
Hungary,hun,1998,3008,Hungary,europe,europe_east,europe_central_asia,oecd,47,20,14/12/1955,Europe & Central Asia,High income,Animal protein share,0.06438829787234043
Hungary,hun,1999,2999,Hungary,europe,europe_east,europe_central_asia,oecd,47,20,14/12/1955,Europe & Central Asia,High income,Animal protein share,0.06512837612537513
Hungary,hun,2000,3172,Hungary,europe,europe_east,europe_central_asia,oecd,47,20,14/12/1955,Europe & Central Asia,High income,Animal protein share,0.06572509457755359
Hungary,hun,2001,3094,Hungary,europe,europe_east,europe_central_asia,oecd,47,20,14/12/1955,Europe & Central Asia,High income,Animal protein share,0.06574014221073045
Hungary,hun,2002,3075,Hungary,europe,europe_east,europe_central_asia,oecd,47,20,14/12/1955,Europe & Central Asia,High income,Animal protein share,0.06967154471544716
Hungary,hun,2003,3061,Hungary,europe,europe_east,europe_central_asia,oecd,47,20,14/12/1955,Europe & Central Asia,High income,Animal protein share,0.06595230316889905
Hungary,hun,2004,3192,Hungary,europe,europe_east,europe_central_asia,oecd,47,20,14/12/1955,Europe & Central Asia,High income,Animal protein share,0.06347117794486215
Hungary,hun,2005,3270,Hungary,europe,europe_east,europe_central_asia,oecd,47,20,14/12/1955,Europe & Central Asia,High income,Animal protein share,0.05975535168195719
Hungary,hun,2006,3278,Hungary,europe,europe_east,europe_central_asia,oecd,47,20,14/12/1955,Europe & Central Asia,High income,Animal protein share,0.05969493593654668
Hungary,hun,2007,3164,Hungary,europe,europe_east,europe_central_asia,oecd,47,20,14/12/1955,Europe & Central Asia,High income,Animal protein share,0.06192161820480404
Hungary,hun,2008,3149,Hungary,europe,europe_east,europe_central_asia,oecd,47,20,14/12/1955,Europe & Central Asia,High income,Animal protein share,0.06099714194982535
Hungary,hun,2009,3140,Hungary,europe,europe_east,europe_central_asia,oecd,47,20,14/12/1955,Europe & Central Asia,High income,Animal protein share,0.05903184713375797
Hungary,hun,2010,3062,Hungary,europe,europe_east,europe_central_asia,oecd,47,20,14/12/1955,Europe & Central Asia,High income,Animal protein share,0.058158066623122145
Hungary,hun,2011,3064,Hungary,europe,europe_east,europe_central_asia,oecd,47,20,14/12/1955,Europe & Central Asia,High income,Animal protein share,0.05845953002610966
Hungary,hun,2012,3009,Hungary,europe,europe_east,europe_central_asia,oecd,47,20,14/12/1955,Europe & Central Asia,High income,Animal protein share,0.05928880026586906
Hungary,hun,2013,3037,Hungary,europe,europe_east,europe_central_asia,oecd,47,20,14/12/1955,Europe & Central Asia,High income,Animal protein share,0.05544945670069147
Iceland,isl,1990,3057,Iceland,europe,europe_west,europe_central_asia,oecd,65,-18,19/11/1946,Europe & Central Asia,High income,Animal protein share,0.1005561007523716
Iceland,isl,1991,3117,Iceland,europe,europe_west,europe_central_asia,oecd,65,-18,19/11/1946,Europe & Central Asia,High income,Animal protein share,0.10078922040423485
Iceland,isl,1992,3106,Iceland,europe,europe_west,europe_central_asia,oecd,65,-18,19/11/1946,Europe & Central Asia,High income,Animal protein share,0.10034771410173857
Iceland,isl,1993,3086,Iceland,europe,europe_west,europe_central_asia,oecd,65,-18,19/11/1946,Europe & Central Asia,High income,Animal protein share,0.10591056383668178
Iceland,isl,1994,3124,Iceland,europe,europe_west,europe_central_asia,oecd,65,-18,19/11/1946,Europe & Central Asia,High income,Animal protein share,0.10905249679897568
Iceland,isl,1995,3111,Iceland,europe,europe_west,europe_central_asia,oecd,65,-18,19/11/1946,Europe & Central Asia,High income,Animal protein share,0.10007071681131469
Iceland,isl,1996,3032,Iceland,europe,europe_west,europe_central_asia,oecd,65,-18,19/11/1946,Europe & Central Asia,High income,Animal protein share,0.09811345646437995
Iceland,isl,1997,3108,Iceland,europe,europe_west,europe_central_asia,oecd,65,-18,19/11/1946,Europe & Central Asia,High income,Animal protein share,0.1022007722007722
Iceland,isl,1998,3117,Iceland,europe,europe_west,europe_central_asia,oecd,65,-18,19/11/1946,Europe & Central Asia,High income,Animal protein share,0.10771896053897978
Iceland,isl,1999,3160,Iceland,europe,europe_west,europe_central_asia,oecd,65,-18,19/11/1946,Europe & Central Asia,High income,Animal protein share,0.11269620253164557
Iceland,isl,2000,3152,Iceland,europe,europe_west,europe_central_asia,oecd,65,-18,19/11/1946,Europe & Central Asia,High income,Animal protein share,0.11145939086294417
Iceland,isl,2001,3148,Iceland,europe,europe_west,europe_central_asia,oecd,65,-18,19/11/1946,Europe & Central Asia,High income,Animal protein share,0.10897077509529861
Iceland,isl,2002,3214,Iceland,europe,europe_west,europe_central_asia,oecd,65,-18,19/11/1946,Europe & Central Asia,High income,Animal protein share,0.11736154324828874
Iceland,isl,2003,3236,Iceland,europe,europe_west,europe_central_asia,oecd,65,-18,19/11/1946,Europe & Central Asia,High income,Animal protein share,0.12006180469715698
Iceland,isl,2004,3290,Iceland,europe,europe_west,europe_central_asia,oecd,65,-18,19/11/1946,Europe & Central Asia,High income,Animal protein share,0.11439513677811551
Iceland,isl,2005,3323,Iceland,europe,europe_west,europe_central_asia,oecd,65,-18,19/11/1946,Europe & Central Asia,High income,Animal protein share,0.1140656033704484
Iceland,isl,2006,3401,Iceland,europe,europe_west,europe_central_asia,oecd,65,-18,19/11/1946,Europe & Central Asia,High income,Animal protein share,0.1160011761246692
Iceland,isl,2007,3458,Iceland,europe,europe_west,europe_central_asia,oecd,65,-18,19/11/1946,Europe & Central Asia,High income,Animal protein share,0.11716599190283401
Iceland,isl,2008,3428,Iceland,europe,europe_west,europe_central_asia,oecd,65,-18,19/11/1946,Europe & Central Asia,High income,Animal protein share,0.11459743290548424
Iceland,isl,2009,3394,Iceland,europe,europe_west,europe_central_asia,oecd,65,-18,19/11/1946,Europe & Central Asia,High income,Animal protein share,0.1148733058338244
Iceland,isl,2010,3341,Iceland,europe,europe_west,europe_central_asia,oecd,65,-18,19/11/1946,Europe & Central Asia,High income,Animal protein share,0.1145645016462137
Iceland,isl,2011,3348,Iceland,europe,europe_west,europe_central_asia,oecd,65,-18,19/11/1946,Europe & Central Asia,High income,Animal protein share,0.11532855436081242
Iceland,isl,2012,3396,Iceland,europe,europe_west,europe_central_asia,oecd,65,-18,19/11/1946,Europe & Central Asia,High income,Animal protein share,0.11421672555948174
Iceland,isl,2013,3380,Iceland,europe,europe_west,europe_central_asia,oecd,65,-18,19/11/1946,Europe & Central Asia,High income,Animal protein share,0.1141775147928994
India,ind,1990,2205,India,asia,asia_west,south_asia,g77,22,79,30/10/1945,South Asia,Lower middle income,Animal protein share,0.01563718820861678
India,ind,1991,2297,India,asia,asia_west,south_asia,g77,22,79,30/10/1945,South Asia,Lower middle income,Animal protein share,0.014871571615150195
India,ind,1992,2333,India,asia,asia_west,south_asia,g77,22,79,30/10/1945,South Asia,Lower middle income,Animal protein share,0.01503643377625375
India,ind,1993,2269,India,asia,asia_west,south_asia,g77,22,79,30/10/1945,South Asia,Lower middle income,Animal protein share,0.015760246804759806
India,ind,1994,2292,India,asia,asia_west,south_asia,g77,22,79,30/10/1945,South Asia,Lower middle income,Animal protein share,0.01588132635253054
India,ind,1995,2324,India,asia,asia_west,south_asia,g77,22,79,30/10/1945,South Asia,Lower middle income,Animal protein share,0.016161790017211707
India,ind,1996,2344,India,asia,asia_west,south_asia,g77,22,79,30/10/1945,South Asia,Lower middle income,Animal protein share,0.016331058020477816
India,ind,1997,2369,India,asia,asia_west,south_asia,g77,22,79,30/10/1945,South Asia,Lower middle income,Animal protein share,0.016310679611650485
India,ind,1998,2361,India,asia,asia_west,south_asia,g77,22,79,30/10/1945,South Asia,Lower middle income,Animal protein share,0.016552308343922066
India,ind,1999,2398,India,asia,asia_west,south_asia,g77,22,79,30/10/1945,South Asia,Lower middle income,Animal protein share,0.016480400333611343
India,ind,2000,2380,India,asia,asia_west,south_asia,g77,22,79,30/10/1945,South Asia,Lower middle income,Animal protein share,0.01623529411764706
India,ind,2001,2333,India,asia,asia_west,south_asia,g77,22,79,30/10/1945,South Asia,Lower middle income,Animal protein share,0.016785255036433775
India,ind,2002,2285,India,asia,asia_west,south_asia,g77,22,79,30/10/1945,South Asia,Lower middle income,Animal protein share,0.016857768052516413
India,ind,2003,2282,India,asia,asia_west,south_asia,g77,22,79,30/10/1945,South Asia,Lower middle income,Animal protein share,0.017020157756354078
India,ind,2004,2256,India,asia,asia_west,south_asia,g77,22,79,30/10/1945,South Asia,Lower middle income,Animal protein share,0.017606382978723405
India,ind,2005,2270,India,asia,asia_west,south_asia,g77,22,79,30/10/1945,South Asia,Lower middle income,Animal protein share,0.017832599118942728
India,ind,2006,2334,India,asia,asia_west,south_asia,g77,22,79,30/10/1945,South Asia,Lower middle income,Animal protein share,0.018097686375321338
India,ind,2007,2400,India,asia,asia_west,south_asia,g77,22,79,30/10/1945,South Asia,Lower middle income,Animal protein share,0.018466666666666666
India,ind,2008,2427,India,asia,asia_west,south_asia,g77,22,79,30/10/1945,South Asia,Lower middle income,Animal protein share,0.01900288421920066
India,ind,2009,2415,India,asia,asia_west,south_asia,g77,22,79,30/10/1945,South Asia,Lower middle income,Animal protein share,0.01931262939958592
India,ind,2010,2442,India,asia,asia_west,south_asia,g77,22,79,30/10/1945,South Asia,Lower middle income,Animal protein share,0.019541359541359542
India,ind,2011,2455,India,asia,asia_west,south_asia,g77,22,79,30/10/1945,South Asia,Lower middle income,Animal protein share,0.019763747454175154
India,ind,2012,2435,India,asia,asia_west,south_asia,g77,22,79,30/10/1945,South Asia,Lower middle income,Animal protein share,0.02004106776180698
India,ind,2013,2459,India,asia,asia_west,south_asia,g77,22,79,30/10/1945,South Asia,Lower middle income,Animal protein share,0.01950386335908906
Indonesia,idn,1990,2338,Indonesia,asia,east_asia_pacific,east_asia_pacific,g77,-5,120,28/9/1950,East Asia & Pacific,Lower middle income,Animal protein share,0.01630453378956373
Indonesia,idn,1991,2356,Indonesia,asia,east_asia_pacific,east_asia_pacific,g77,-5,120,28/9/1950,East Asia & Pacific,Lower middle income,Animal protein share,0.016553480475382003
Indonesia,idn,1992,2416,Indonesia,asia,east_asia_pacific,east_asia_pacific,g77,-5,120,28/9/1950,East Asia & Pacific,Lower middle income,Animal protein share,0.01718543046357616
Indonesia,idn,1993,2431,Indonesia,asia,east_asia_pacific,east_asia_pacific,g77,-5,120,28/9/1950,East Asia & Pacific,Lower middle income,Animal protein share,0.01800082270670506
Indonesia,idn,1994,2471,Indonesia,asia,east_asia_pacific,east_asia_pacific,g77,-5,120,28/9/1950,East Asia & Pacific,Lower middle income,Animal protein share,0.019441521651153378
Indonesia,idn,1995,2552,Indonesia,asia,east_asia_pacific,east_asia_pacific,g77,-5,120,28/9/1950,East Asia & Pacific,Lower middle income,Animal protein share,0.018557993730407524
Indonesia,idn,1996,2548,Indonesia,asia,east_asia_pacific,east_asia_pacific,g77,-5,120,28/9/1950,East Asia & Pacific,Lower middle income,Animal protein share,0.01982731554160126
Indonesia,idn,1997,2498,Indonesia,asia,east_asia_pacific,east_asia_pacific,g77,-5,120,28/9/1950,East Asia & Pacific,Lower middle income,Animal protein share,0.018927141713370697
Indonesia,idn,1998,2486,Indonesia,asia,east_asia_pacific,east_asia_pacific,g77,-5,120,28/9/1950,East Asia & Pacific,Lower middle income,Animal protein share,0.017747385358004825
Indonesia,idn,1999,2467,Indonesia,asia,east_asia_pacific,east_asia_pacific,g77,-5,120,28/9/1950,East Asia & Pacific,Lower middle income,Animal protein share,0.018305634373733278
Indonesia,idn,2000,2436,Indonesia,asia,east_asia_pacific,east_asia_pacific,g77,-5,120,28/9/1950,East Asia & Pacific,Lower middle income,Animal protein share,0.020065681444991792
Indonesia,idn,2001,2424,Indonesia,asia,east_asia_pacific,east_asia_pacific,g77,-5,120,28/9/1950,East Asia & Pacific,Lower middle income,Animal protein share,0.020775577557755776
Indonesia,idn,2002,2451,Indonesia,asia,east_asia_pacific,east_asia_pacific,g77,-5,120,28/9/1950,East Asia & Pacific,Lower middle income,Animal protein share,0.021117911056711545
Indonesia,idn,2003,2468,Indonesia,asia,east_asia_pacific,east_asia_pacific,g77,-5,120,28/9/1950,East Asia & Pacific,Lower middle income,Animal protein share,0.02126418152350081
Indonesia,idn,2004,2471,Indonesia,asia,east_asia_pacific,east_asia_pacific,g77,-5,120,28/9/1950,East Asia & Pacific,Lower middle income,Animal protein share,0.022031566167543502
Indonesia,idn,2005,2468,Indonesia,asia,east_asia_pacific,east_asia_pacific,g77,-5,120,28/9/1950,East Asia & Pacific,Lower middle income,Animal protein share,0.022074554294975686
Indonesia,idn,2006,2483,Indonesia,asia,east_asia_pacific,east_asia_pacific,g77,-5,120,28/9/1950,East Asia & Pacific,Lower middle income,Animal protein share,0.023213854208618608
Indonesia,idn,2007,2522,Indonesia,asia,east_asia_pacific,east_asia_pacific,g77,-5,120,28/9/1950,East Asia & Pacific,Lower middle income,Animal protein share,0.023774781919111816
Indonesia,idn,2008,2544,Indonesia,asia,east_asia_pacific,east_asia_pacific,g77,-5,120,28/9/1950,East Asia & Pacific,Lower middle income,Animal protein share,0.02418238993710692
Indonesia,idn,2009,2603,Indonesia,asia,east_asia_pacific,east_asia_pacific,g77,-5,120,28/9/1950,East Asia & Pacific,Lower middle income,Animal protein share,0.024141375336150597
Indonesia,idn,2010,2651,Indonesia,asia,east_asia_pacific,east_asia_pacific,g77,-5,120,28/9/1950,East Asia & Pacific,Lower middle income,Animal protein share,0.025198038476046774
Indonesia,idn,2011,2712,Indonesia,asia,east_asia_pacific,east_asia_pacific,g77,-5,120,28/9/1950,East Asia & Pacific,Lower middle income,Animal protein share,0.025722713864306787
Indonesia,idn,2012,2770,Indonesia,asia,east_asia_pacific,east_asia_pacific,g77,-5,120,28/9/1950,East Asia & Pacific,Lower middle income,Animal protein share,0.025212996389891697
Indonesia,idn,2013,2777,Indonesia,asia,east_asia_pacific,east_asia_pacific,g77,-5,120,28/9/1950,East Asia & Pacific,Lower middle income,Animal protein share,0.025509542671948146
Iran,irn,1990,2883,Iran,asia,asia_west,middle_east_north_africa,g77,32,53,24/10/1945,Middle East & North Africa,Upper middle income,Animal protein share,0.022962192160943463
Iran,irn,1991,2941,Iran,asia,asia_west,middle_east_north_africa,g77,32,53,24/10/1945,Middle East & North Africa,Upper middle income,Animal protein share,0.02361101666099966
Iran,irn,1992,3025,Iran,asia,asia_west,middle_east_north_africa,g77,32,53,24/10/1945,Middle East & North Africa,Upper middle income,Animal protein share,0.02384132231404959
